Date,Block,Primary Type,Description,Location Description,Ward,Community Area,Year,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
08/23/2019 11:00:00 PM,057XX S HALSTED ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,68,2019,"(41.790211616, -87.645053415)",19,21559,66,113,2,11,17,261
08/23/2019 11:00:00 PM,072XX W WELLINGTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29,17,2019,"(41.9345078, -87.807058548)",,4454,,,,,,
08/23/2019 10:40:00 PM,045XX S MARSHFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,61,2019,"(41.810863982, -87.666265268)",12,14924,59,738,3,37,23,108
08/23/2019 10:30:00 PM,110XX S SANGAMON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,34,75,2019,"(41.693900749, -87.646081175)",45,22212,74,315,22,13,9,263
08/23/2019 10:00:00 PM,022XX S KOLIN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,29,2019,"(41.850685646, -87.732304466)",14,21569,30,125,28,57,21,161
08/23/2019 10:00:00 PM,060XX N MC LEOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,39,10,2019,"(41.991788858, -87.785586322)",20,22532,36,656,38,18,12,34
08/23/2019 10:00:00 PM,005XX S LAVERGNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29,25,2019,"(41.87363781, -87.749166681)",36,22216,26,69,7,32,25,137
08/23/2019 09:30:00 PM,026XX W HOLLYWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,40,2,2019,"(41.984954894, -87.696086459)",46,4450,20,15,24,50,2,57
08/23/2019 09:30:00 PM,014XX N RIDGEWAY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,23,2019,"(41.907041528, -87.720358485)",10,4299,24,454,49,5,6,193
08/23/2019 09:00:00 PM,042XX S STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,38,2019,"(41.817460919, -87.626298122)",12,14924,4,414,9,36,24,102
08/23/2019 08:00:00 PM,031XX S CENTRAL PARK AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,22,30,2019,"(41.83616761, -87.714569455)",14,21569,32,200,28,57,21,166
08/23/2019 08:00:00 PM,031XX S CENTRAL PARK AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,22,30,2019,"(41.83616761, -87.714569455)",14,21569,32,200,28,57,21,166
08/23/2019 05:30:00 PM,053XX W CHICAGO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,37,25,2019,"(41.894907028, -87.758669478)",4,22216,26,673,45,32,25,67
08/23/2019 02:00:00 PM,006XX N LA SALLE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,42,8,2019,"(41.893469034, -87.632648229)",22,4446,37,670,36,55,14,72
08/23/2019 01:45:00 PM,041XX S LAKE SHORE DR SB,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),4,36,2019,"(41.819732767, -87.59739731)",1,4301,2,220,10,36,24,104
08/23/2019 01:00:00 PM,030XX S KEELER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2019,"(41.837713854, -87.729233242)",14,21569,32,248,28,57,21,167
08/23/2019 11:22:00 AM,078XX S CARPENTER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,17,71,2019,"(41.751824539, -87.65013257)",17,21554,70,487,31,59,20,230
08/23/2019 10:00:00 AM,009XX W HUBBARD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,24,2019,"(41.890039775, -87.651974506)",41,22620,25,522,46,49,15,76
08/23/2019 10:00:00 AM,026XX N ASHLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32,7,2019,"(41.929246202, -87.668289293)",16,21190,68,743,40,16,5,172
08/23/2019 09:53:00 AM,019XX W HURON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1,24,2019,"(41.894113579, -87.675742573)",24,21560,25,519,41,4,15,80
08/23/2019 09:00:00 AM,075XX N MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,50,2,2019,,,,,,,,,
08/23/2019 06:30:00 AM,042XX W AUGUSTA BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,23,2019,"(41.898922811, -87.732058055)",4,4299,24,99,45,5,16,68
08/23/2019 06:00:00 AM,008XX E HYDE PARK BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,39,2019,"(41.802264466, -87.605856752)",1,21192,5,461,10,10,24,116
08/23/2019 03:30:00 AM,029XX E 78TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,43,2019,"(41.75389304, -87.553878184)",43,22538,39,421,37,24,19,225
08/23/2019 01:00:00 AM,026XX W JACKSON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,28,2019,"(41.877479113, -87.692447889)",11,21184,28,38,23,28,16,138
08/22/2019 10:00:00 PM,013XX W 15TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25,28,2019,"(41.861559271, -87.65976218)",48,14920,29,96,26,43,15,150
08/22/2019 10:00:00 PM,018XX S SPAULDING AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,24,29,2019,"(41.85610928, -87.707817692)",36,21569,30,202,14,57,21,130
08/22/2019 09:30:00 PM,048XX S EVANS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,38,2019,"(41.806870212, -87.607726628)",1,21192,4,165,10,10,24,116
08/22/2019 09:00:00 PM,027XX S HARDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2019,"(41.84174108, -87.723264804)",14,21569,32,227,28,57,21,167
08/22/2019 08:20:00 PM,081XX S LAFLIN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2019,"(41.74625678, -87.66090646)",18,21554,70,558,13,59,20,237
08/22/2019 08:00:00 PM,045XX W WRIGHTWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31,20,2019,"(41.928269798, -87.740532384)",7,22615,21,439,17,2,6,176
08/22/2019 08:00:00 PM,007XX N LOTUS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2019,"(41.893708388, -87.762088652)",4,22216,26,673,45,32,25,67
08/22/2019 07:30:00 PM,059XX S WENTWORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,20,68,2019,"(41.786969136, -87.630307356)",53,21559,66,166,4,11,24,268
08/22/2019 07:00:00 PM,097XX S AVENUE M,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,10,52,2019,"(41.718633101, -87.537700621)",47,21202,49,528,47,25,19,247
08/22/2019 06:00:00 PM,016XX S WOLCOTT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,SPORTS ARENA/STADIUM,25,31,2019,"(41.859290468, -87.673592243)",8,14920,33,366,26,43,15,121
08/22/2019 06:00:00 PM,030XX N KILPATRICK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31,19,2019,"(41.93570685, -87.744304189)",7,22618,19,460,17,21,6,176
08/22/2019 04:03:00 PM,035XX W IRVING PARK RD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),35,16,2019,"(41.953812687, -87.715998923)",2,21538,16,325,12,39,1,9
08/22/2019 04:00:00 PM,006XX N WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,26,24,2019,"(41.892661286, -87.686753867)",10,21184,25,545,49,28,15,80
08/22/2019 04:00:00 PM,033XX W CERMAK RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,30,2019,"(41.851725476, -87.70860184)",14,21569,32,291,28,57,21,130
08/22/2019 02:30:00 PM,025XX E 103RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,51,2019,"(41.708132155, -87.562488216)",47,21202,48,174,37,25,19,255
08/22/2019 12:00:00 PM,076XX W BERWYN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41,10,2019,"(41.976075142, -87.818098664)",34,4448,36,735,29,31,12,49
08/22/2019 12:00:00 PM,009XX N ELSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,24,2019,"(41.899414165, -87.656627975)",41,22620,25,109,46,49,15,60
08/22/2019 10:00:00 AM,077XX S AVALON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,45,2019,"(41.754552909, -87.594349199)",9,21546,41,133,35,61,19,224
08/22/2019 07:00:00 AM,015XX S TRIPP AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,ALLEY,24,29,2019,"(41.859740848, -87.731092704)",36,21569,30,761,14,57,21,109
08/22/2019 07:00:00 AM,001XX N BELL AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,27,28,2019,"(41.884230364, -87.682758922)",48,21184,29,37,46,28,15,75
08/22/2019 03:30:00 AM,013XX W 32ND PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11,60,2019,"(41.835117273, -87.659114787)",26,14920,58,171,48,43,23,162
08/22/2019 03:21:00 AM,040XX W GLADYS AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,28,26,2019,"(41.876172003, -87.726128315)",11,21572,27,675,23,30,16,142
08/21/2019 11:00:00 PM,006XX E 87TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,6,44,2019,"(41.735674787, -87.60899387)",31,21546,40,407,32,61,20,241
08/21/2019 11:00:00 PM,025XX S WHIPPLE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,12,30,2019,"(41.845766704, -87.701400298)",29,21569,32,261,1,57,21,160
08/21/2019 11:00:00 PM,075XX S COLES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,43,2019,"(41.759609622, -87.558372185)",43,22538,39,421,37,24,19,225
08/21/2019 11:00:00 PM,083XX S HAMILTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18,71,2019,"(41.74204988, -87.676585553)",6,21554,70,532,30,59,20,237
08/21/2019 08:30:00 PM,109XX S AVENUE B,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,10,52,2019,"(41.696455559, -87.525795507)",47,21202,49,552,47,25,19,247
08/21/2019 07:00:00 PM,061XX S ARTESIAN AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,16,66,2019,,,,,,,,,
08/21/2019 07:00:00 PM,022XX N LAMON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,36,19,2019,"(41.921426357, -87.748690578)",7,22615,19,306,44,2,6,188
08/21/2019 06:30:00 PM,005XX E 32ND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,4,35,2019,"(41.836069707, -87.613033345)",1,21194,1,581,10,40,24,169
08/21/2019 03:50:00 PM,086XX S DAMEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2019,"(41.736967781, -87.672819522)",6,21554,70,532,30,59,20,237
08/21/2019 03:00:00 PM,055XX S GREEN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),20,68,2019,"(41.79346591, -87.646357105)",53,21559,66,113,4,11,17,261
08/21/2019 02:00:00 PM,066XX S WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),16,66,2019,"(41.773313782, -87.683481398)",44,22257,64,382,2,58,13,207
08/21/2019 02:00:00 PM,037XX W MONTROSE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,35,14,2019,"(41.961018322, -87.722029083)",28,21538,16,364,12,39,1,9
08/21/2019 02:00:00 PM,080XX S COLES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,46,2019,"(41.749242652, -87.549214423)",43,21202,42,505,37,25,19,234
08/21/2019 01:00:00 PM,012XX N MASSASOIT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,29,25,2019,"(41.902709565, -87.76931848)",52,4299,26,565,7,5,6,154
08/21/2019 12:30:00 PM,061XX N ALBANY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,50,2,2019,"(41.993293005, -87.706781568)",42,4450,20,30,27,50,11,52
08/21/2019 12:00:00 PM,026XX W BELDEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1,22,2019,"(41.922982708, -87.694175402)",24,22535,23,294,41,1,7,184
08/21/2019 09:30:00 AM,025XX N AUSTIN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,19,2019,"(41.926297725, -87.775798802)",52,22615,19,78,21,2,6,133
08/21/2019 07:30:00 AM,047XX N MONTICELLO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35,14,2019,"(41.967878873, -87.719463047)",2,21849,14,119,12,20,1,9
08/21/2019 07:30:00 AM,074XX N GREENVIEW AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49,1,2019,"(42.017532073, -87.668190845)",3,21853,10,357,5,9,11,32
08/21/2019 07:00:00 AM,032XX N DAMEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,32,5,2019,"(41.939800738, -87.678360809)",16,4449,46,648,40,22,5,19
08/21/2019 06:00:00 AM,016XX S AVERS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),24,29,2019,"(41.858346536, -87.721187148)",36,21569,30,752,14,57,21,156
08/21/2019 04:00:00 AM,051XX W OAKDALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31,19,2019,"(41.934159254, -87.755130857)",7,22618,19,355,17,21,6,176
08/21/2019 02:00:00 AM,015XX E 76TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,5,43,2019,"(41.756927838, -87.587724859)",32,21546,39,188,33,61,19,224
08/21/2019 01:00:00 AM,067XX N SHERIDAN RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49,1,2019,"(42.004254037, -87.660838271)",3,21853,10,267,5,9,11,41
08/21/2019 12:00:00 AM,036XX N HARDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,16,2019,"(41.94710529, -87.726190848)",27,21538,16,326,21,39,1,20
08/20/2019 10:50:00 PM,072XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2019,"(41.762875916, -87.616806866)",31,21546,67,474,32,61,18,223
08/20/2019 10:00:00 PM,030XX N MILWAUKEE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,30,21,2019,"(41.936853833, -87.720172313)",15,21538,22,215,21,39,6,175
08/20/2019 09:35:00 PM,035XX E 95TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,10,52,2019,"(41.722920637, -87.538230164)",47,21202,49,705,47,25,19,247
08/20/2019 09:00:00 PM,001XX N ABERDEEN ST,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,27,28,2019,"(41.884961159, -87.654455905)",41,14917,29,63,46,44,15,92
08/20/2019 08:00:00 PM,005XX W SURF ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,44,6,2019,"(41.934266643, -87.643389143)",38,4449,57,102,25,22,5,30
08/20/2019 08:00:00 PM,030XX N LEAVITT ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,32,5,2019,"(41.9368641, -87.683132056)",16,21538,46,616,40,39,5,172
08/20/2019 08:00:00 PM,072XX N OLEANDER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41,9,2019,"(42.012142656, -87.815161986)",34,22243,77,653,29,17,12,34
08/20/2019 07:30:00 PM,065XX S HARVARD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),20,68,2019,"(41.775922583, -87.633324259)",53,21559,66,435,4,11,17,201
08/20/2019 06:15:00 PM,009XX N ELSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,27,24,2019,"(41.899430629, -87.656627801)",41,22620,25,109,46,49,15,60
08/20/2019 06:00:00 PM,049XX N ALBANY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,33,14,2019,"(41.971118926, -87.706105337)",2,21849,14,749,20,20,1,1
08/20/2019 04:01:00 PM,071XX S COLES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,43,2019,"(41.765972893, -87.56438778)",43,22538,39,417,37,24,18,213
08/20/2019 03:00:00 PM,002XX N WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,28,2019,"(41.885280845, -87.686545515)",41,21184,29,37,46,28,15,77
08/20/2019 02:50:00 PM,010XX N FRANCISCO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),26,24,2019,"(41.900502845, -87.699285071)",10,21560,25,301,49,4,15,64
08/20/2019 01:00:00 PM,130XX S INDIANA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,54,2019,"(41.658635903, -87.617297524)",30,4460,51,9,43,47,10,221
08/20/2019 11:11:00 AM,016XX N KOSTNER AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,37,23,2019,"(41.90982557, -87.736246746)",4,22615,24,285,44,2,6,194
08/20/2019 11:00:00 AM,049XX W HURON ST,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",VACANT LOT/LAND,37,25,2019,"(41.893128671, -87.749404143)",4,22216,26,694,45,32,25,81
08/20/2019 10:00:00 AM,075XX S CONSTANCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,43,2019,"(41.758380026, -87.579802353)",9,22538,39,188,35,24,19,222
08/20/2019 08:00:00 AM,055XX W JACKSON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),29,25,2019,"(41.876552874, -87.763500913)",52,22216,26,68,7,32,25,97
08/20/2019 04:19:00 AM,055XX S OAKLEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,63,2019,"(41.79313426, -87.681271644)",19,22257,61,112,3,23,13,269
08/20/2019 02:00:00 AM,016XX N PARKSIDE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29,25,2019,"(41.910007638, -87.766763395)",52,22615,26,597,7,2,6,154
08/20/2019 01:00:00 AM,041XX W ADAMS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,26,2019,"(41.877937797, -87.728964722)",11,21572,27,675,23,30,16,100
08/20/2019 12:01:00 AM,013XX N MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,26,24,2019,"(41.905598298, -87.690785483)",10,21560,25,302,49,4,7,62
08/19/2019 11:55:00 PM,001XX E 79TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESTAURANT,6,69,2019,"(41.751013563, -87.620980989)",31,21546,67,475,32,61,20,228
08/19/2019 11:45:00 PM,018XX S BLUE ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25,31,2019,"(41.856786844, -87.662077117)",8,14920,33,365,26,43,15,150
08/19/2019 11:45:00 PM,004XX W ELM ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,8,2019,"(41.902684992, -87.64092646)",41,14926,37,148,46,54,14,51
08/19/2019 11:30:00 PM,044XX W 63RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23,65,2019,"(41.778533233, -87.733392949)",23,21867,63,292,6,58,13,271
08/19/2019 11:15:00 PM,063XX S MARSHFIELD AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),16,67,2019,"(41.77874847, -87.665468981)",44,22257,65,280,3,23,17,204
08/19/2019 10:20:00 PM,076XX S EAST END AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),8,43,2019,"(41.756090258, -87.583420843)",9,22538,39,188,35,24,19,222
08/19/2019 10:15:00 PM,041XX N BROADWAY,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),46,3,2019,"(41.958010544, -87.652747282)",37,21186,31,577,39,53,5,5
08/19/2019 10:15:00 PM,024XX S HARDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2019,"(41.846563408, -87.723387819)",14,21569,32,771,28,57,21,161
08/19/2019 09:00:00 PM,028XX S TRIPP AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2019,"(41.839902265, -87.730511768)",14,21569,32,248,28,57,21,167
08/19/2019 09:00:00 PM,035XX N CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31,15,2019,"(41.945910224, -87.7470554)",25,22618,15,115,17,21,12,26
08/19/2019 09:00:00 PM,001XX E SUPERIOR ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,8,2019,"(41.895748419, -87.623536353)",22,21182,37,158,36,6,14,74
08/19/2019 08:00:00 PM,019XX N OAKLEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,32,22,2019,"(41.917132406, -87.684945367)",16,22535,23,373,40,1,7,192
08/19/2019 08:00:00 PM,045XX S ARCHER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,58,2019,"(41.811281613, -87.708822579)",49,22248,55,640,8,56,13,103
08/19/2019 07:45:00 PM,030XX N HAMILTON AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,32,5,2019,"(41.93661843, -87.681910666)",16,21538,46,616,40,39,5,172
08/19/2019 07:30:00 PM,074XX N DAMEN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49,1,2019,"(42.017300689, -87.680465971)",3,22528,10,52,5,9,11,33
08/19/2019 07:30:00 PM,062XX S CALIFORNIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,66,2019,"(41.780482856, -87.693432964)",44,21867,64,182,2,58,13,274
08/19/2019 07:00:00 PM,047XX N LAVERGNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,45,15,2019,"(41.967093628, -87.752615856)",20,21869,15,259,50,48,12,58
08/19/2019 06:00:00 PM,014XX W 64TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,67,2019,"(41.777716111, -87.659742022)",17,22257,65,279,2,23,17,204
08/19/2019 05:50:00 PM,022XX S KEDZIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,12,30,2019,"(41.850793209, -87.705223116)",36,21569,32,261,1,57,21,130
08/19/2019 05:30:00 PM,034XX N LAWNDALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,21,2019,"(41.9433593, -87.719970309)",15,21538,22,138,21,39,1,20
08/19/2019 05:00:00 PM,009XX N LARAMIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,37,25,2019,"(41.897265691, -87.755658445)",4,4299,26,562,45,5,25,67
08/19/2019 04:30:00 PM,058XX W LAKE ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),29,25,2019,"(41.88791087, -87.771204147)",52,22216,26,672,7,32,25,85
08/19/2019 04:00:00 PM,066XX N OLIPHANT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,41,9,2019,,,,,,,,,
08/19/2019 03:25:00 PM,003XX S ABERDEEN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25,28,2019,"(41.877346467, -87.654554862)",48,14917,29,91,26,44,15,95
08/19/2019 03:00:00 PM,014XX W FILLMORE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,28,2019,"(41.868534576, -87.662475574)",48,14917,29,758,23,44,15,136
08/19/2019 02:00:00 PM,136XX S BRAINARD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),10,55,2019,"(41.646994687, -87.544005027)",47,22250,52,787,47,26,19,259
08/19/2019 01:00:00 PM,057XX S RACINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,67,2019,"(41.79006908, -87.654768679)",19,22257,66,409,2,11,17,261
08/19/2019 01:00:00 PM,006XX E 84TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,6,44,2019,"(41.742031956, -87.609208236)",31,21546,40,140,32,61,20,241
08/19/2019 12:45:00 PM,014XX W ALBION AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49,1,2019,"(42.001777411, -87.667192367)",46,21853,10,358,5,9,11,41
08/19/2019 12:10:00 PM,042XX W MONROE ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,28,26,2019,"(41.879691121, -87.731529667)",11,21572,27,717,23,30,16,100
08/19/2019 11:30:00 AM,064XX S MAY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,68,2019,"(41.777019055, -87.65321981)",19,21559,66,436,2,11,17,203
08/19/2019 11:10:00 AM,007XX W LAKE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,28,2019,"(41.885675573, -87.646761991)",41,4452,29,784,46,45,15,76
08/19/2019 09:45:00 AM,051XX W 55TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),23,56,2019,,,,,,,,,
08/19/2019 08:15:00 AM,023XX N CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,AUTO / BOAT / RV DEALERSHIP,31,19,2019,"(41.9228053, -87.746263814)",7,22615,19,306,17,2,6,188
08/19/2019 08:00:00 AM,041XX W WELLINGTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,31,21,2019,"(41.935384941, -87.73144372)",7,22618,22,464,17,21,6,175
08/19/2019 07:00:00 AM,028XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,27,2019,"(41.882880585, -87.698023476)",48,21184,28,50,46,28,15,77
08/19/2019 04:00:00 AM,023XX N MANGO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,36,19,2019,"(41.922853638, -87.769600426)",4,22615,19,57,44,2,6,133
08/19/2019 03:30:00 AM,008XX E 89TH PL,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,8,44,2019,"(41.732098131, -87.604091801)",9,21546,40,429,35,61,20,248
08/19/2019 01:00:00 AM,014XX E 73RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,43,2019,"(41.762385978, -87.589377063)",32,21546,39,451,35,61,18,217
08/19/2019 12:01:00 AM,054XX W LELAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,45,15,2019,"(41.965550613, -87.763414513)",20,21869,15,260,50,48,12,58
